,Station,GTPName,DT,Year,Month,Day,Hour,TG,RSV_volume,RD_volume,RSV_Price,AVG_Price
16688,Ставропольская ГРЭС           ,GSTAGRE6,2020-02-12 01:00:00,2020,2,12,1,0.0,0.0,0.0,0.0,1147.9253
16689,Ставропольская ГРЭС           ,GSTAGRE5,2020-02-12 02:00:00,2020,2,12,2,165.0,129.233,35.767,1196.02021,1120.388
16690,Ставропольская ГРЭС           ,GSTAGRE4,2020-02-12 03:00:00,2020,2,12,3,155.0,120.4,34.6,1178.03596,1093.506
16691,Ставропольская ГРЭС           ,GSTAGRE2,2020-02-12 04:00:00,2020,2,12,4,280.0,210.046,69.954,1100.0079,1100.00789
16692,Ставропольская ГРЭС           ,GSTAGRE1,2020-02-12 05:00:00,2020,2,12,5,280.0,229.084,50.916,1180.44119,1180.44121
16693,Рязанская ГРЭС                ,GRYAZGR4,2020-02-12 06:00:00,2020,2,12,6,150.0,33.037,116.963,1272.13034,1272.1304
16694,Рязанская ГРЭС                ,GRYAZGR3,2020-02-12 07:00:00,2020,2,12,7,178.0,157.635,20.365,1400.61782,1400.61781
16695,Рязанская ГРЭС                ,GRYAZGR2,2020-02-12 08:00:00,2020,2,12,8,0.0,0.0,0.0,0.0,1520.0966
16696,Рязанская ГРЭС                ,GRYAZGR1,2020-02-12 09:00:00,2020,2,12,9,0.0,0.0,0.0,0.0,1589.8087
16697,Псковская ГРЭС                ,GPSKOGR2,2020-02-12 10:00:00,2020,2,12,10,0.0,0.0,1.771,0.0,1454.4126
16698,Псковская ГРЭС                ,GPSKOGR1,2020-02-12 11:00:00,2020,2,12,11,0.0,0.0,1.769,0.0,1464.546
16699,Новочеркасская ГРЭС           ,GNCHEGRE,2020-02-12 12:00:00,2020,2,12,12,493.262,409.031,84.231,1663.99838,1663.99865
16700,Новочеркасская ГРЭС           ,GNCHEGR3,2020-02-12 13:00:00,2020,2,12,13,450.0,290.345,159.655,1680.87131,1680.87131
16701,Новочеркасская ГРЭС           ,GNCHEGR1,2020-02-12 14:00:00,2020,2,12,14,0.0,0.0,0.0,0.0,1664.0
16702,ГРЭС-24                       ,GMOSEN29,2020-02-12 15:00:00,2020,2,12,15,0.0,0.0,15.016,0.0,1575.0896
16703,Киришская ГРЭС                ,GKIRITES,2020-02-12 16:00:00,2020,2,12,16,200.0,173.219,26.781,1348.05703,1348.057
16704,Киришская ГРЭС                ,GKIRGRES,2020-02-12 17:00:00,2020,2,12,17,0.0,0.0,0.0,0.0,1350.1464
16705,Киришская ГРЭС                ,GKIRGRE5,2020-02-12 18:00:00,2020,2,12,18,0.0,0.0,1.214,0.0,1361.0391
16706,Киришская ГРЭС                ,GKIRGR02,2020-02-12 19:00:00,2020,2,12,19,795.0,611.648,183.352,1364.926,1364.926
16707,Грозненская ТЭС               ,GCHECHE2,2020-02-12 20:00:00,2020,2,12,20,173.4,166.17,7.23,1842.99302,1842.99302
16708,Грозненская ТЭС               ,GCHECHE1,2020-02-12 21:00:00,2020,2,12,21,173.4,161.138,12.262,1845.764,1845.76401
16709,Адлерская ТЭС                 ,GADLERT2,2020-02-12 22:00:00,2020,2,12,22,184.0,171.713,12.287,1735.522,1735.52201
16710,Адлерская ТЭС                 ,GADLERT1,2020-02-12 23:00:00,2020,2,12,23,92.0,74.97,17.03,1395.67107,1395.67109
16711,Красноярская ГРЭС-2           ,GKRASGR2,2020-02-12 23:00:00,2020,2,12,23,136.0,106.619,29.381,771.15786,771.15787
16712,Красноярская ГРЭС-2           ,GKRASGR1,2020-02-13 00:00:00,2020,2,13,0,310.0,243.029,66.971,768.50598,768.506
16713,Череповецкая ГРЭС             ,GVOLOGE1,2020-02-13 01:00:00,2020,2,13,1,0.0,0.0,7.531,0.0,932.63416
16714,Череповецкая ГРЭС             ,GVOLOG10,2020-02-13 02:00:00,2020,2,13,2,232.5,202.81,29.69,923.0495,915.94292
16715,Сургутская ГРЭС-1             ,GTUMENE2,2020-02-13 03:00:00,2020,2,13,3,1322.25,1160.528,161.722,863.51855,863.51855
16716,Сургутская ГРЭС-1             ,GTUMENE1,2020-02-13 04:00:00,2020,2,13,4,782.055,680.815,101.24,867.66796,867.66799
16717,Троицкая ГРЭС                 ,GTROIGR4,2020-02-13 05:00:00,2020,2,13,5,0.0,0.0,8.295,0.0,993.5316
16718,Троицкая ГРЭС                 ,GTROIGR3,2020-02-13 06:00:00,2020,2,13,6,0.0,0.0,0.0,0.0,1072.6005
16719,Троицкая ГРЭС                 ,GTROIGR1,2020-02-13 07:00:00,2020,2,13,7,35.0,35.0,0.0,1196.67771,1196.67771
16720,Серовская ГРЭС                ,GSVERD30,2020-02-13 08:00:00,2020,2,13,8,427.68,359.807,67.873,1195.09851,1195.09851
16721,Ставропольская ГРЭС           ,GSTAGRE6,2020-02-13 09:00:00,2020,2,13,9,0.0,0.0,0.0,0.0,1713.2457
16722,Ставропольская ГРЭС           ,GSTAGRE5,2020-02-13 10:00:00,2020,2,13,10,165.0,117.868,47.132,1730.38781,1724.32
16723,Ставропольская ГРЭС           ,GSTAGRE4,2020-02-13 11:00:00,2020,2,13,11,155.0,107.868,47.132,1716.62801,1707.68439
16724,Ставропольская ГРЭС           ,GSTAGRE2,2020-02-13 12:00:00,2020,2,13,12,280.0,179.116,100.884,1699.54169,1699.54171
16725,Ставропольская ГРЭС           ,GSTAGRE1,2020-02-13 13:00:00,2020,2,13,13,280.0,179.285,100.715,1719.40938,1719.40939
16726,Рязанская ГРЭС                ,GRYAZGR4,2020-02-13 14:00:00,2020,2,13,14,220.0,126.43,93.57,1635.83422,1635.83418
16727,Рязанская ГРЭС                ,GRYAZGR3,2020-02-13 15:00:00,2020,2,13,15,330.0,313.708,16.292,1549.52688,1549.52691
16728,Рязанская ГРЭС                ,GRYAZGR2,2020-02-13 16:00:00,2020,2,13,16,0.0,0.0,0.0,0.0,1516.2756
16729,Рязанская ГРЭС                ,GRYAZGR1,2020-02-13 17:00:00,2020,2,13,17,0.0,0.0,0.0,0.0,1543.367
16730,Грозненская ТЭС               ,GCHECHE1,2020-02-13 18:00:00,2020,2,13,18,173.4,161.138,12.262,1849.0101,1849.01009
16731,Адлерская ТЭС                 ,GADLERT2,2020-02-13 19:00:00,2020,2,13,19,184.0,120.731,63.269,1889.6199,1889.61989
16732,Адлерская ТЭС                 ,GADLERT1,2020-02-13 20:00:00,2020,2,13,20,92.0,71.16,20.84,1852.89713,1852.89707
16733,Красноярская ГРЭС-2           ,GKRASGR2,2020-02-13 20:00:00,2020,2,13,20,136.0,106.619,29.381,777.34203,777.34199
16734,Красноярская ГРЭС-2           ,GKRASGR1,2020-02-13 21:00:00,2020,2,13,21,310.0,243.029,66.971,778.61272,778.61271
16735,Череповецкая ГРЭС             ,GVOLOGE1,2020-02-13 22:00:00,2020,2,13,22,0.0,0.0,7.531,0.0,1215.1462
16736,Череповецкая ГРЭС             ,GVOLOG10,2020-02-13 23:00:00,2020,2,13,23,427.5,397.81,29.69,972.3887,972.3887
16737,Сургутская ГРЭС-1             ,GTUMENE2,2020-02-14 00:00:00,2020,2,14,0,1261.136,1099.414,161.722,858.9997,858.99974
16738,Сургутская ГРЭС-1             ,GTUMENE1,2020-02-14 01:00:00,2020,2,14,1,637.853,536.613,101.24,863.50346,863.36411
16739,Троицкая ГРЭС                 ,GTROIGR4,2020-02-14 02:00:00,2020,2,14,2,0.0,0.0,8.295,0.0,900.5161
16740,Троицкая ГРЭС                 ,GTROIGR3,2020-02-14 03:00:00,2020,2,14,3,0.0,0.0,0.0,0.0,901.3751
16741,Троицкая ГРЭС                 ,GTROIGR1,2020-02-14 04:00:00,2020,2,14,4,35.0,35.0,0.0,935.41571,935.41571
16742,Серовская ГРЭС                ,GSVERD30,2020-02-14 05:00:00,2020,2,14,5,427.68,377.643,50.037,919.09973,919.09972
16743,Ставропольская ГРЭС           ,GSTAGRE6,2020-02-14 06:00:00,2020,2,14,6,0.0,0.0,0.0,0.0,1344.332
16744,Ставропольская ГРЭС           ,GSTAGRE5,2020-02-14 07:00:00,2020,2,14,7,165.0,115.256,49.744,1612.97347,1589.18042
16745,Ставропольская ГРЭС           ,GSTAGRE4,2020-02-14 08:00:00,2020,2,14,8,155.0,107.868,47.132,1691.93644,1679.00458
16746,Ставропольская ГРЭС           ,GSTAGRE2,2020-02-14 09:00:00,2020,2,14,9,280.0,179.116,100.884,1724.15552,1724.1555
16747,Ставропольская ГРЭС           ,GSTAGRE1,2020-02-14 10:00:00,2020,2,14,10,280.0,179.285,100.715,1722.85328,1722.85329
16748,Рязанская ГРЭС                ,GRYAZGR4,2020-02-14 11:00:00,2020,2,14,11,220.0,126.43,93.57,1570.78581,1570.78582
16749,Рязанская ГРЭС                ,GRYAZGR3,2020-02-14 12:00:00,2020,2,14,12,250.0,233.708,16.292,1552.65832,1552.65832
16750,Рязанская ГРЭС                ,GRYAZGR2,2020-02-14 13:00:00,2020,2,14,13,0.0,0.0,0.0,0.0,1586.1143
16751,Рязанская ГРЭС                ,GRYAZGR1,2020-02-14 14:00:00,2020,2,14,14,0.0,0.0,0.0,0.0,1598.8066
16752,Псковская ГРЭС                ,GPSKOGR2,2020-02-14 15:00:00,2020,2,14,15,0.0,0.0,1.771,0.0,1466.4314
16753,Псковская ГРЭС                ,GPSKOGR1,2020-02-14 16:00:00,2020,2,14,16,0.0,0.0,1.769,0.0,1418.9008
16754,Новочеркасская ГРЭС           ,GNCHEGRE,2020-02-14 17:00:00,2020,2,14,17,450.0,365.769,84.231,1607.5884,1607.5884
16755,Новочеркасская ГРЭС           ,GNCHEGR3,2020-02-14 18:00:00,2020,2,14,18,450.0,125.701,324.299,1650.21336,1650.2134
16756,Новочеркасская ГРЭС           ,GNCHEGR1,2020-02-14 19:00:00,2020,2,14,19,0.0,0.0,0.0,0.0,1654.4816
16757,ГРЭС-24                       ,GMOSEN29,2020-02-14 20:00:00,2020,2,14,20,0.0,0.0,30.5,0.0,1531.1841
16758,Киришская ГРЭС                ,GKIRITES,2020-02-14 21:00:00,2020,2,14,21,150.0,125.412,24.588,1396.34309,1396.34313
16759,Киришская ГРЭС                ,GKIRGRES,2020-02-14 22:00:00,2020,2,14,22,0.0,0.0,0.0,0.0,1294.7308
16760,Киришская ГРЭС                ,GKIRGRE5,2020-02-14 23:00:00,2020,2,14,23,0.0,0.0,0.24,0.0,1160.6084
16761,Киришская ГРЭС                ,GKIRGR02,2020-02-15 00:00:00,2020,2,15,0,385.183,349.924,35.259,1082.74111,1082.74111
16762,Грозненская ТЭС               ,GCHECHE2,2020-02-15 01:00:00,2020,2,15,1,81.0,75.815,5.185,1413.45618,1413.45617
16763,Грозненская ТЭС               ,GCHECHE1,2020-02-15 02:00:00,2020,2,15,2,79.0,76.642,2.358,1350.95091,1350.95089
16764,Адлерская ТЭС                 ,GADLERT2,2020-02-15 03:00:00,2020,2,15,3,184.0,171.713,12.287,1251.50769,1251.50772
16765,Адлерская ТЭС                 ,GADLERT1,2020-02-15 04:00:00,2020,2,15,4,92.0,74.97,17.03,1220.53021,1220.53022
16766,Красноярская ГРЭС-2           ,GKRASGR2,2020-02-15 04:00:00,2020,2,15,4,136.0,33.67,102.33,788.30799,788.30787
16767,Красноярская ГРЭС-2           ,GKRASGR1,2020-02-15 05:00:00,2020,2,15,5,150.0,37.135,112.865,799.78107,799.7812
16768,Череповецкая ГРЭС             ,GVOLOGE1,2020-02-15 06:00:00,2020,2,15,6,0.0,0.0,23.993,0.0,967.94244
16769,Череповецкая ГРЭС             ,GVOLOG10,2020-02-15 07:00:00,2020,2,15,7,427.5,338.341,89.159,1013.75701,1013.75701
16770,Сургутская ГРЭС-1             ,GTUMENE2,2020-02-15 08:00:00,2020,2,15,8,1322.25,1013.201,309.049,1008.15203,1008.15204
16771,Сургутская ГРЭС-1             ,GTUMENE1,2020-02-15 09:00:00,2020,2,15,9,827.75,634.28,193.47,1034.48499,1034.48499
16772,Троицкая ГРЭС                 ,GTROIGR4,2020-02-15 10:00:00,2020,2,15,10,0.0,0.0,21.235,0.0,1233.1575
16773,Троицкая ГРЭС                 ,GTROIGR3,2020-02-15 11:00:00,2020,2,15,11,0.0,0.0,0.0,0.0,1226.843
16774,Троицкая ГРЭС                 ,GTROIGR1,2020-02-15 12:00:00,2020,2,15,12,35.0,35.0,0.0,1228.26371,1228.26371
16775,Серовская ГРЭС                ,GSVERD30,2020-02-15 13:00:00,2020,2,15,13,427.68,359.807,67.873,1155.11669,1155.1167
16776,Ставропольская ГРЭС           ,GSTAGRE6,2020-02-15 14:00:00,2020,2,15,14,0.0,0.0,0.0,0.0,1662.8418
16777,Ставропольская ГРЭС           ,GSTAGRE5,2020-02-15 15:00:00,2020,2,15,15,165.0,124.635,40.365,1668.44586,1654.27782
16778,Ставропольская ГРЭС           ,GSTAGRE4,2020-02-15 16:00:00,2020,2,15,16,155.0,114.635,40.365,1664.87059,1648.74232
16779,Ставропольская ГРЭС           ,GSTAGRE2,2020-02-15 17:00:00,2020,2,15,17,280.0,193.606,86.394,1659.46128,1659.46129
16780,Ставропольская ГРЭС           ,GSTAGRE1,2020-02-15 18:00:00,2020,2,15,18,420.0,220.229,199.771,1742.3461,1742.3461
16781,Рязанская ГРЭС                ,GRYAZGR4,2020-02-15 19:00:00,2020,2,15,19,0.0,0.0,20.763,0.0,1580.2346
16782,Рязанская ГРЭС                ,GRYAZGR3,2020-02-15 20:00:00,2020,2,15,20,0.0,0.0,33.092,0.0,1572.0918
16783,Рязанская ГРЭС                ,GRYAZGR2,2020-02-15 21:00:00,2020,2,15,21,0.0,0.0,41.527,0.0,1482.7963
16784,Рязанская ГРЭС                ,GRYAZGR1,2020-02-15 22:00:00,2020,2,15,22,0.0,0.0,24.573,0.0,1386.3466
16785,Псковская ГРЭС                ,GPSKOGR2,2020-02-15 23:00:00,2020,2,15,23,0.0,0.0,0.879,0.0,1052.293
16786,Псковская ГРЭС                ,GPSKOGR1,2020-02-16 00:00:00,2020,2,16,0,0.0,0.0,0.878,0.0,1014.6006
16787,Новочеркасская ГРЭС           ,GNCHEGRE,2020-02-16 01:00:00,2020,2,16,1,450.0,417.097,32.903,1141.44101,1141.441
16788,Новочеркасская ГРЭС           ,GNCHEGR3,2020-02-16 02:00:00,2020,2,16,2,225.0,162.635,62.365,1090.36413,1090.36409
16789,Новочеркасская ГРЭС           ,GNCHEGR1,2020-02-16 03:00:00,2020,2,16,3,0.0,0.0,0.0,0.0,1073.943
16790,ГРЭС-24                       ,GMOSEN29,2020-02-16 04:00:00,2020,2,16,4,0.0,0.0,5.865,0.0,992.73444
16791,Киришская ГРЭС                ,GKIRITES,2020-02-16 05:00:00,2020,2,16,5,149.0,121.508,27.492,913.7493,913.74933
16792,Киришская ГРЭС                ,GKIRGRES,2020-02-16 06:00:00,2020,2,16,6,0.0,0.0,0.0,0.0,918.77325
16793,Ставропольская ГРЭС           ,GSTAGRE6,2020-02-16 06:00:00,2020,2,16,6,0.0,0.0,0.0,0.0,1126.8933
16794,Ставропольская ГРЭС           ,GSTAGRE5,2020-02-16 07:00:00,2020,2,16,7,165.0,122.401,42.599,1245.80404,1172.3137
16795,Ставропольская ГРЭС           ,GSTAGRE4,2020-02-16 08:00:00,2020,2,16,8,155.0,114.635,40.365,1482.42491,1438.82948
16796,Ставропольская ГРЭС           ,GSTAGRE2,2020-02-16 09:00:00,2020,2,16,9,280.0,193.606,86.394,1632.59548,1632.5955
16797,Ставропольская ГРЭС           ,GSTAGRE1,2020-02-16 10:00:00,2020,2,16,10,420.0,291.261,128.739,1634.56319,1634.56319
16798,Рязанская ГРЭС                ,GRYAZGR4,2020-02-16 11:00:00,2020,2,16,11,0.0,0.0,10.222,0.0,1411.5961
16799,Рязанская ГРЭС                ,GRYAZGR3,2020-02-16 12:00:00,2020,2,16,12,0.0,0.0,16.292,0.0,1451.1426
16800,Рязанская ГРЭС                ,GRYAZGR2,2020-02-16 13:00:00,2020,2,16,13,0.0,0.0,20.444,0.0,1449.4651
16801,Рязанская ГРЭС                ,GRYAZGR1,2020-02-16 14:00:00,2020,2,16,14,0.0,0.0,62.904,0.0,1409.1835
16802,Псковская ГРЭС                ,GPSKOGR2,2020-02-16 15:00:00,2020,2,16,15,0.0,0.0,1.771,0.0,1326.0631
16803,Псковская ГРЭС                ,GPSKOGR1,2020-02-16 16:00:00,2020,2,16,16,0.0,0.0,1.769,0.0,1331.9349
16804,Новочеркасская ГРЭС           ,GNCHEGRE,2020-02-16 17:00:00,2020,2,16,17,450.0,365.769,84.231,1630.91049,1630.91049
16805,Новочеркасская ГРЭС           ,GNCHEGR3,2020-02-16 18:00:00,2020,2,16,18,270.0,0.0,324.299,0.0,1700.87011
16806,Новочеркасская ГРЭС           ,GNCHEGR1,2020-02-16 19:00:00,2020,2,16,19,0.0,0.0,0.0,0.0,1697.9999
16807,ГРЭС-24                       ,GMOSEN29,2020-02-16 20:00:00,2020,2,16,20,0.0,0.0,30.5,0.0,1425.2711
16808,Киришская ГРЭС                ,GKIRITES,2020-02-16 21:00:00,2020,2,16,21,150.0,125.412,24.588,1260.09329,1260.09333
16809,Киришская ГРЭС                ,GKIRGRES,2020-02-16 22:00:00,2020,2,16,22,0.0,0.0,0.0,0.0,1161.9999
16810,Киришская ГРЭС                ,GKIRGRE5,2020-02-16 23:00:00,2020,2,16,23,0.0,0.0,0.24,0.0,956.4485
16811,Киришская ГРЭС                ,GKIRGR02,2020-02-17 00:00:00,2020,2,17,0,385.183,349.924,35.259,932.66724,932.66725
16812,Грозненская ТЭС               ,GCHECHE2,2020-02-17 01:00:00,2020,2,17,1,81.0,75.815,5.185,1321.83315,1321.83309
16813,Грозненская ТЭС               ,GCHECHE1,2020-02-17 02:00:00,2020,2,17,2,79.0,76.642,2.358,1278.57206,1278.57203
16814,Адлерская ТЭС                 ,GADLERT2,2020-02-17 03:00:00,2020,2,17,3,184.0,171.713,12.287,1109.04998,1109.05
16815,Адлерская ТЭС                 ,GADLERT1,2020-02-17 04:00:00,2020,2,17,4,92.0,74.97,17.03,1118.60357,1118.60359
16816,Красноярская ГРЭС-2           ,GKRASGR2,2020-02-17 04:00:00,2020,2,17,4,136.0,33.67,102.33,659.61984,659.61978
16817,Красноярская ГРЭС-2           ,GKRASGR1,2020-02-17 05:00:00,2020,2,17,5,150.0,37.135,112.865,664.37862,664.3786
16818,Череповецкая ГРЭС             ,GVOLOGE1,2020-02-17 06:00:00,2020,2,17,6,0.0,0.0,23.993,0.0,1079.5549
16819,Череповецкая ГРЭС             ,GVOLOG10,2020-02-17 07:00:00,2020,2,17,7,427.5,338.341,89.159,1297.3595,1297.35951
16820,Сургутская ГРЭС-1             ,GTUMENE2,2020-02-17 08:00:00,2020,2,17,8,1322.25,965.305,356.945,1003.99346,1003.99347
16821,Сургутская ГРЭС-1             ,GTUMENE1,2020-02-17 09:00:00,2020,2,17,9,539.25,393.676,145.574,1010.27403,1010.27403
16822,Троицкая ГРЭС                 ,GTROIGR4,2020-02-17 10:00:00,2020,2,17,10,0.0,0.0,21.235,0.0,1225.2222
16823,Троицкая ГРЭС                 ,GTROIGR3,2020-02-17 11:00:00,2020,2,17,11,0.0,0.0,0.0,0.0,1229.4359
16824,Троицкая ГРЭС                 ,GTROIGR1,2020-02-17 12:00:00,2020,2,17,12,35.0,35.0,0.0,1215.214,1215.214
16825,Серовская ГРЭС                ,GSVERD30,2020-02-17 13:00:00,2020,2,17,13,427.68,359.807,67.873,973.46575,973.46577
16826,Ставропольская ГРЭС           ,GSTAGRE6,2020-02-17 14:00:00,2020,2,17,14,0.0,0.0,0.0,0.0,1727.6946
16827,Ставропольская ГРЭС           ,GSTAGRE5,2020-02-17 15:00:00,2020,2,17,15,165.0,124.635,40.365,1734.2675,1729.10503
16828,Ставропольская ГРЭС           ,GSTAGRE4,2020-02-17 16:00:00,2020,2,17,16,155.0,114.635,40.365,1721.01208,1713.33587
16829,Ставропольская ГРЭС           ,GSTAGRE2,2020-02-17 17:00:00,2020,2,17,17,280.0,193.606,86.394,1702.98431,1702.98429
16830,Ставропольская ГРЭС           ,GSTAGRE1,2020-02-17 18:00:00,2020,2,17,18,420.0,220.229,199.771,1772.00019,1772.00019
16831,Рязанская ГРЭС                ,GRYAZGR4,2020-02-17 19:00:00,2020,2,17,19,0.0,0.0,20.763,0.0,1652.6508
16832,Рязанская ГРЭС                ,GRYAZGR3,2020-02-17 20:00:00,2020,2,17,20,0.0,0.0,33.092,0.0,1638.8127
16833,Рязанская ГРЭС                ,GRYAZGR2,2020-02-17 21:00:00,2020,2,17,21,0.0,0.0,41.527,0.0,1579.3624
16834,Рязанская ГРЭС                ,GRYAZGR1,2020-02-17 22:00:00,2020,2,17,22,0.0,0.0,24.573,0.0,1277.8763
16835,Псковская ГРЭС                ,GPSKOGR2,2020-02-17 23:00:00,2020,2,17,23,0.0,0.0,0.879,0.0,971.29144
16836,Псковская ГРЭС                ,GPSKOGR1,2020-02-18 00:00:00,2020,2,18,0,0.0,0.0,0.878,0.0,969.0044
16837,Новочеркасская ГРЭС           ,GNCHEGRE,2020-02-18 01:00:00,2020,2,18,1,450.0,417.097,32.903,1102.0244,1102.0244
16838,Новочеркасская ГРЭС           ,GNCHEGR3,2020-02-18 02:00:00,2020,2,18,2,225.0,162.635,62.365,1056.69302,1056.69302
16839,Новочеркасская ГРЭС           ,GNCHEGR1,2020-02-18 03:00:00,2020,2,18,3,0.0,0.0,0.0,0.0,1032.944
16840,ГРЭС-24                       ,GMOSEN29,2020-02-18 04:00:00,2020,2,18,4,0.0,0.0,5.865,0.0,988.4913
16841,Киришская ГРЭС                ,GKIRITES,2020-02-18 05:00:00,2020,2,18,5,149.0,121.508,27.492,934.55081,934.55081
16842,Киришская ГРЭС                ,GKIRGRES,2020-02-18 06:00:00,2020,2,18,6,0.0,0.0,0.0,0.0,1127.1195
16843,Киришская ГРЭС                ,GKIRGRE5,2020-02-18 07:00:00,2020,2,18,7,0.0,0.0,0.75,0.0,1232.5348
16844,Киришская ГРЭС                ,GKIRGR02,2020-02-18 08:00:00,2020,2,18,8,795.0,704.734,90.266,1349.9338,1349.9338
16845,Грозненская ТЭС               ,GCHECHE2,2020-02-18 09:00:00,2020,2,18,9,173.4,167.232,6.168,1886.85748,1886.8575
16846,Грозненская ТЭС               ,GCHECHE1,2020-02-18 10:00:00,2020,2,18,10,173.4,167.363,6.037,1853.0009,1853.00092
16847,Адлерская ТЭС                 ,GADLERT2,2020-02-18 11:00:00,2020,2,18,11,184.0,152.768,31.232,1775.30471,1775.30467
16848,Адлерская ТЭС                 ,GADLERT1,2020-02-18 12:00:00,2020,2,18,12,92.0,73.019,18.981,1728.13638,1728.13641
16849,Красноярская ГРЭС-2           ,GKRASGR2,2020-02-18 12:00:00,2020,2,18,12,110.0,7.67,102.33,96.90222,96.90236
16850,Красноярская ГРЭС-2           ,GKRASGR1,2020-02-18 13:00:00,2020,2,18,13,150.0,38.376,111.624,54.99166,54.99173
16851,Череповецкая ГРЭС             ,GVOLOGE1,2020-02-18 14:00:00,2020,2,18,14,0.0,0.0,19.304,0.0,1459.4861
16852,Череповецкая ГРЭС             ,GVOLOG10,2020-02-18 15:00:00,2020,2,18,15,427.5,355.4,72.1,1447.91519,1447.9152
16853,Сургутская ГРЭС-1             ,GTUMENE2,2020-02-18 16:00:00,2020,2,18,16,1322.25,980.76,341.49,966.52109,966.52109
16854,Сургутская ГРЭС-1             ,GTUMENE1,2020-02-18 17:00:00,2020,2,18,17,623.5,462.471,161.029,963.44547,963.44547
16855,Троицкая ГРЭС                 ,GTROIGR4,2020-02-18 18:00:00,2020,2,18,18,0.0,0.0,43.133,0.0,1207.2281
16856,Киришская ГРЭС                ,GKIRITES,2020-02-23 22:00:00,2020,2,23,22,149.0,121.508,27.492,1160.70242,1160.70242
16857,Киришская ГРЭС                ,GKIRGRES,2020-02-23 23:00:00,2020,2,23,23,0.0,0.0,0.0,0.0,955.6591
16858,Киришская ГРЭС                ,GKIRGRE5,2020-02-24 00:00:00,2020,2,24,0,0.0,0.0,0.24,0.0,964.7933
16859,Киришская ГРЭС                ,GKIRGR02,2020-02-24 01:00:00,2020,2,24,1,385.183,349.924,35.259,928.8761,928.87609
16860,Грозненская ТЭС               ,GCHECHE2,2020-02-24 02:00:00,2020,2,24,2,0.0,0.0,5.185,0.0,1386.6058
16861,Грозненская ТЭС               ,GCHECHE1,2020-02-24 03:00:00,2020,2,24,3,79.0,76.642,2.358,1356.49318,1356.49316
16862,Адлерская ТЭС                 ,GADLERT2,2020-02-24 04:00:00,2020,2,24,4,184.0,171.713,12.287,1199.08842,1199.08842
16863,Адлерская ТЭС                 ,GADLERT1,2020-02-24 05:00:00,2020,2,24,5,92.0,74.97,17.03,1244.82753,1244.8275
16864,Красноярская ГРЭС-2           ,GKRASGR2,2020-02-24 05:00:00,2020,2,24,5,136.0,33.67,102.33,799.35343,799.35331
16865,Красноярская ГРЭС-2           ,GKRASGR1,2020-02-24 06:00:00,2020,2,24,6,150.0,37.135,112.865,803.93349,803.9336
16866,Череповецкая ГРЭС             ,GVOLOGE1,2020-02-24 07:00:00,2020,2,24,7,0.0,0.0,23.993,0.0,979.9792
16867,Череповецкая ГРЭС             ,GVOLOG10,2020-02-24 08:00:00,2020,2,24,8,423.5,351.4,72.1,1107.9761,1107.9761
16868,Сургутская ГРЭС-1             ,GTUMENE2,2020-02-24 09:00:00,2020,2,24,9,1322.25,980.76,341.49,951.10669,951.10669
16869,Сургутская ГРЭС-1             ,GTUMENE1,2020-02-24 10:00:00,2020,2,24,10,623.5,462.471,161.029,924.29493,924.29493
16870,Троицкая ГРЭС                 ,GTROIGR4,2020-02-24 11:00:00,2020,2,24,11,0.0,0.0,21.235,0.0,1189.7319
16871,Троицкая ГРЭС                 ,GTROIGR3,2020-02-24 12:00:00,2020,2,24,12,0.0,0.0,0.0,0.0,1173.8198
16872,Троицкая ГРЭС                 ,GTROIGR1,2020-02-24 13:00:00,2020,2,24,13,40.0,40.0,0.0,1166.53325,1166.53325
16873,Серовская ГРЭС                ,GSVERD30,2020-02-24 14:00:00,2020,2,24,14,427.68,359.807,67.873,1124.42379,1124.4238
16874,Ставропольская ГРЭС           ,GSTAGRE6,2020-02-24 15:00:00,2020,2,24,15,0.0,0.0,0.0,0.0,1729.8295
16875,Ставропольская ГРЭС           ,GSTAGRE5,2020-02-24 16:00:00,2020,2,24,16,0.0,0.0,0.0,0.0,1687.427
16876,Ставропольская ГРЭС           ,GSTAGRE4,2020-02-24 17:00:00,2020,2,24,17,155.0,108.258,46.742,1725.60633,1717.66161
16877,Ставропольская ГРЭС           ,GSTAGRE2,2020-02-24 18:00:00,2020,2,24,18,280.0,124.761,155.239,1784.87957,1784.87961
16878,Ставропольская ГРЭС           ,GSTAGRE1,2020-02-24 19:00:00,2020,2,24,19,667.319,435.988,231.331,1776.0015,1776.00095
16879,Рязанская ГРЭС                ,GRYAZGR4,2020-02-24 20:00:00,2020,2,24,20,0.0,0.0,20.763,0.0,1433.1731
16880,Рязанская ГРЭС                ,GRYAZGR3,2020-02-24 21:00:00,2020,2,24,21,0.0,0.0,33.092,0.0,1434.9646
16881,Рязанская ГРЭС                ,GRYAZGR2,2020-02-24 22:00:00,2020,2,24,22,0.0,0.0,7.985,0.0,1369.6862
16882,Рязанская ГРЭС                ,GRYAZGR1,2020-02-24 23:00:00,2020,2,24,23,0.0,0.0,24.573,0.0,1073.5708
16883,Псковская ГРЭС                ,GPSKOGR2,2020-02-25 00:00:00,2020,2,25,0,0.0,0.0,0.879,0.0,924.26184
16884,Псковская ГРЭС                ,GPSKOGR1,2020-02-25 01:00:00,2020,2,25,1,0.0,0.0,0.878,0.0,839.97064
