,Station,GTPName,DT,Year,Month,Day,Hour,TG,RSV_volume,RD_volume,RSV_Price,AVG_Price
7237,Ставропольская ГРЭС           ,GSTAGRE2,2020-02-13 10:00:00,2020,2,13,10,280.0,179.116,100.884,1730.42079,1730.42079
7238,Ставропольская ГРЭС           ,GSTAGRE1,2020-02-13 11:00:00,2020,2,13,11,280.0,179.285,100.715,1707.68441,1707.68439
7239,Рязанская ГРЭС                ,GRYAZGR4,2020-02-13 12:00:00,2020,2,13,12,220.0,126.43,93.57,1536.2032,1536.20318
7240,Рязанская ГРЭС                ,GRYAZGR3,2020-02-13 13:00:00,2020,2,13,13,330.0,313.708,16.292,1620.0745,1620.07452
7241,Рязанская ГРЭС                ,GRYAZGR2,2020-02-13 14:00:00,2020,2,13,14,0.0,0.0,0.0,0.0,1628.323
7242,Рязанская ГРЭС                ,GRYAZGR1,2020-02-13 15:00:00,2020,2,13,15,0.0,0.0,0.0,0.0,1558.8842
7243,Псковская ГРЭС                ,GPSKOGR2,2020-02-13 16:00:00,2020,2,13,16,0.0,0.0,1.771,0.0,1414.5496
7244,Псковская ГРЭС                ,GPSKOGR1,2020-02-13 17:00:00,2020,2,13,17,0.0,0.0,1.769,0.0,1414.0797
7245,Троицкая ГРЭС                 ,GTROIGR3,2020-02-11 04:00:00,2020,2,11,4,0.0,0.0,0.0,0.0,974.19244
7246,Троицкая ГРЭС                 ,GTROIGR1,2020-02-11 05:00:00,2020,2,11,5,35.0,35.0,0.0,1026.35257,1026.35257
7247,Серовская ГРЭС                ,GSVERD30,2020-02-11 06:00:00,2020,2,11,6,427.68,357.478,70.202,1105.36349,1105.3635
7248,Ставропольская ГРЭС           ,GSTAGRE6,2020-02-11 07:00:00,2020,2,11,7,0.0,0.0,0.0,0.0,1660.4507
7249,Ставропольская ГРЭС           ,GSTAGRE5,2020-02-11 08:00:00,2020,2,11,8,165.0,117.735,47.265,1739.81,1735.256
7250,Ставропольская ГРЭС           ,GSTAGRE4,2020-02-11 09:00:00,2020,2,11,9,225.942,178.677,47.265,1770.99912,1770.99933
7251,Ставропольская ГРЭС           ,GSTAGRE2,2020-02-11 10:00:00,2020,2,11,10,280.0,178.834,101.166,1782.28038,1782.28039
7252,Ставропольская ГРЭС           ,GSTAGRE1,2020-02-11 11:00:00,2020,2,11,11,280.0,179.833,100.167,1771.0011,1771.00111
7253,Рязанская ГРЭС                ,GRYAZGR4,2020-02-11 12:00:00,2020,2,11,12,0.0,0.0,10.222,0.0,1595.3054
7254,Рязанская ГРЭС                ,GRYAZGR3,2020-02-11 13:00:00,2020,2,11,13,330.0,313.708,16.292,1624.5441,1624.54409
7255,Рязанская ГРЭС                ,GRYAZGR2,2020-02-11 14:00:00,2020,2,11,14,0.0,0.0,20.444,0.0,1632.3641
7256,Рязанская ГРЭС                ,GRYAZGR1,2020-02-11 15:00:00,2020,2,11,15,0.0,0.0,62.904,0.0,1631.2346
7257,Псковская ГРЭС                ,GPSKOGR2,2020-02-11 16:00:00,2020,2,11,16,0.0,0.0,1.771,0.0,1465.7142
7258,Псковская ГРЭС                ,GPSKOGR1,2020-02-11 17:00:00,2020,2,11,17,0.0,0.0,1.769,0.0,1461.3812
7259,Новочеркасская ГРЭС           ,GNCHEGRE,2020-02-11 18:00:00,2020,2,11,18,541.0,369.906,171.094,1717.31399,1717.31399
7260,Новочеркасская ГРЭС           ,GNCHEGR3,2020-02-11 19:00:00,2020,2,11,19,540.0,215.701,324.299,1702.01761,1702.01759
7261,Новочеркасская ГРЭС           ,GNCHEGR1,2020-02-11 20:00:00,2020,2,11,20,0.0,0.0,0.0,0.0,1698.0
7262,ГРЭС-24                       ,GMOSEN29,2020-02-11 21:00:00,2020,2,11,21,0.0,0.0,30.5,0.0,1514.5624
7263,Киришская ГРЭС                ,GKIRITES,2020-02-11 22:00:00,2020,2,11,22,185.0,157.508,27.492,1189.37,1189.37
7264,Киришская ГРЭС                ,GKIRGRES,2020-02-11 23:00:00,2020,2,11,23,0.0,0.0,0.0,0.0,1011.8075
7265,Киришская ГРЭС                ,GKIRGRE5,2020-02-12 00:00:00,2020,2,12,0,0.0,0.0,0.24,0.0,932.5247
7266,Киришская ГРЭС                ,GKIRGR02,2020-02-12 01:00:00,2020,2,12,1,385.183,349.924,35.259,913.56177,913.56176
7267,Грозненская ТЭС               ,GCHECHE2,2020-02-12 02:00:00,2020,2,12,2,81.0,75.815,5.185,1273.60852,1273.60852
7268,Грозненская ТЭС               ,GCHECHE1,2020-02-12 03:00:00,2020,2,12,3,79.0,76.642,2.358,1239.63114,1239.63114
7269,Адлерская ТЭС                 ,GADLERT2,2020-02-12 04:00:00,2020,2,12,4,184.0,171.713,12.287,1143.50818,1143.50821
7270,Адлерская ТЭС                 ,GADLERT1,2020-02-12 05:00:00,2020,2,12,5,92.0,74.97,17.03,1239.62185,1239.62185
7271,Красноярская ГРЭС-2           ,GKRASGR2,2020-02-12 05:00:00,2020,2,12,5,136.0,70.38,65.62,793.24425,793.24426
7272,Красноярская ГРЭС-2           ,GKRASGR1,2020-02-12 06:00:00,2020,2,12,6,310.0,160.425,149.575,789.43001,789.43
7273,Череповецкая ГРЭС             ,GVOLOGE1,2020-02-12 07:00:00,2020,2,12,7,60.0,36.007,23.993,1260.75874,1260.75867
7274,Череповецкая ГРЭС             ,GVOLOG10,2020-02-12 08:00:00,2020,2,12,8,427.5,355.4,72.1,1374.9917,1374.9917
7275,Сургутская ГРЭС-1             ,GTUMENE2,2020-02-12 09:00:00,2020,2,12,9,1322.25,995.737,326.513,1035.13129,1035.1313
7276,Сургутская ГРЭС-1             ,GTUMENE1,2020-02-12 10:00:00,2020,2,12,10,712.75,536.744,176.006,1007.08341,1007.08341
7277,Троицкая ГРЭС                 ,GTROIGR4,2020-02-12 11:00:00,2020,2,12,11,0.0,0.0,21.235,0.0,1286.2307
7278,Троицкая ГРЭС                 ,GTROIGR3,2020-02-12 12:00:00,2020,2,12,12,0.0,0.0,0.0,0.0,1278.4493
7279,Троицкая ГРЭС                 ,GTROIGR1,2020-02-12 13:00:00,2020,2,12,13,35.0,35.0,0.0,1286.85314,1286.85314
7280,Серовская ГРЭС                ,GSVERD30,2020-02-12 14:00:00,2020,2,12,14,427.68,359.807,67.873,1207.87019,1207.87021
7281,Ставропольская ГРЭС           ,GSTAGRE6,2020-02-12 15:00:00,2020,2,12,15,0.0,0.0,0.0,0.0,1722.961
7282,Ставропольская ГРЭС           ,GSTAGRE5,2020-02-12 16:00:00,2020,2,12,16,165.0,117.868,47.132,1710.97541,1702.07691
7283,Ставропольская ГРЭС           ,GSTAGRE4,2020-02-12 17:00:00,2020,2,12,17,155.0,107.868,47.132,1711.94998,1702.25071
7284,Ставропольская ГРЭС           ,GSTAGRE2,2020-02-12 18:00:00,2020,2,12,18,280.0,123.46,156.54,1780.9463,1780.94629
7285,Ставропольская ГРЭС           ,GSTAGRE1,2020-02-12 19:00:00,2020,2,12,19,280.0,123.717,156.283,1771.66558,1771.66561
7286,Рязанская ГРЭС                ,GRYAZGR4,2020-02-12 20:00:00,2020,2,12,20,220.0,29.937,190.063,1535.79884,1535.79868
7287,Рязанская ГРЭС                ,GRYAZGR3,2020-02-12 21:00:00,2020,2,12,21,250.0,216.908,33.092,1518.97832,1518.97832
7288,Рязанская ГРЭС                ,GRYAZGR2,2020-02-12 22:00:00,2020,2,12,22,0.0,0.0,0.0,0.0,1300.1055
7289,Рязанская ГРЭС                ,GRYAZGR1,2020-02-12 23:00:00,2020,2,12,23,0.0,0.0,0.0,0.0,1130.0598
7290,Псковская ГРЭС                ,GPSKOGR2,2020-02-13 00:00:00,2020,2,13,0,0.0,0.0,0.879,0.0,960.8669
7291,Псковская ГРЭС                ,GPSKOGR1,2020-02-13 01:00:00,2020,2,13,1,0.0,0.0,0.878,0.0,929.67084
7292,Новочеркасская ГРЭС           ,GNCHEGRE,2020-02-13 02:00:00,2020,2,13,2,450.0,417.097,32.903,1026.4216,1026.4216
7293,Новочеркасская ГРЭС           ,GNCHEGR3,2020-02-13 03:00:00,2020,2,13,3,450.0,387.635,62.365,1027.01,1027.01
7294,Новочеркасская ГРЭС           ,GNCHEGR1,2020-02-13 04:00:00,2020,2,13,4,0.0,0.0,0.0,0.0,1033.3563
7295,ГРЭС-24                       ,GMOSEN29,2020-02-13 05:00:00,2020,2,13,5,0.0,0.0,5.865,0.0,1017.5181
7296,Киришская ГРЭС                ,GKIRITES,2020-02-13 06:00:00,2020,2,13,6,185.0,163.479,21.521,1021.92202,1021.922
7297,Киришская ГРЭС                ,GKIRGRES,2020-02-13 07:00:00,2020,2,13,7,0.0,0.0,0.0,0.0,1188.5334
7298,Киришская ГРЭС                ,GKIRGRE5,2020-02-13 08:00:00,2020,2,13,8,0.0,0.0,0.603,0.0,1320.0762
7299,Киришская ГРЭС                ,GKIRGR02,2020-02-13 09:00:00,2020,2,13,9,795.0,704.734,90.266,1355.904,1355.904
7300,Грозненская ТЭС               ,GCHECHE2,2020-02-13 10:00:00,2020,2,13,10,173.4,167.232,6.168,1852.94908,1852.94908
7301,Грозненская ТЭС               ,GCHECHE1,2020-02-13 11:00:00,2020,2,13,11,167.969,161.932,6.037,1842.99941,1842.99942
7302,Адлерская ТЭС                 ,GADLERT2,2020-02-13 12:00:00,2020,2,13,12,184.0,152.768,31.232,1791.31068,1791.31071
7303,Адлерская ТЭС                 ,GADLERT1,2020-02-13 13:00:00,2020,2,13,13,92.0,73.019,18.981,1818.31085,1818.31076
7304,Красноярская ГРЭС-2           ,GKRASGR2,2020-02-13 13:00:00,2020,2,13,13,136.0,71.102,64.898,850.52952,850.52956
7305,Красноярская ГРЭС-2           ,GKRASGR1,2020-02-13 14:00:00,2020,2,13,14,310.0,22.414,287.586,848.55983,848.5599
7306,Череповецкая ГРЭС             ,GVOLOGE1,2020-02-13 15:00:00,2020,2,13,15,0.0,0.0,19.304,0.0,1432.915
7307,Череповецкая ГРЭС             ,GVOLOG10,2020-02-13 16:00:00,2020,2,13,16,427.5,355.4,72.1,1395.07929,1395.0793
7308,Новочеркасская ГРЭС           ,GNCHEGRE,2020-02-13 18:00:00,2020,2,13,18,541.0,369.906,171.094,1668.89421,1668.8942
7309,Новочеркасская ГРЭС           ,GNCHEGR3,2020-02-13 19:00:00,2020,2,13,19,450.0,125.701,324.299,1667.00002,1667.0
7310,Новочеркасская ГРЭС           ,GNCHEGR1,2020-02-13 20:00:00,2020,2,13,20,0.0,0.0,0.0,0.0,1647.4674
7311,ГРЭС-24                       ,GMOSEN29,2020-02-13 21:00:00,2020,2,13,21,0.0,0.0,30.5,0.0,1505.3495
7312,Киришская ГРЭС                ,GKIRITES,2020-02-13 22:00:00,2020,2,13,22,149.0,121.508,27.492,1199.36737,1199.36738
7313,Киришская ГРЭС                ,GKIRGRES,2020-02-13 23:00:00,2020,2,13,23,0.0,0.0,0.0,0.0,973.5966
7314,Киришская ГРЭС                ,GKIRGRE5,2020-02-14 00:00:00,2020,2,14,0,0.0,0.0,0.24,0.0,957.8422
7315,Киришская ГРЭС                ,GKIRGR02,2020-02-14 01:00:00,2020,2,14,1,385.183,349.924,35.259,906.7188,906.71881
7316,Грозненская ТЭС               ,GCHECHE2,2020-02-14 02:00:00,2020,2,14,2,81.0,75.815,5.185,1222.33463,1222.33457
7317,Грозненская ТЭС               ,GCHECHE1,2020-02-14 03:00:00,2020,2,14,3,79.0,76.642,2.358,1206.44516,1206.44506
7318,Адлерская ТЭС                 ,GADLERT2,2020-02-14 04:00:00,2020,2,14,4,184.0,171.713,12.287,1113.41599,1113.41598
7319,Адлерская ТЭС                 ,GADLERT1,2020-02-14 05:00:00,2020,2,14,5,74.326,57.296,17.03,1199.99337,1199.99489
7320,Красноярская ГРЭС-2           ,GKRASGR2,2020-02-14 05:00:00,2020,2,14,5,136.0,33.67,102.33,792.9305,792.93051
7321,Красноярская ГРЭС-2           ,GKRASGR1,2020-02-14 06:00:00,2020,2,14,6,150.0,37.135,112.865,804.24694,804.24693
7322,Череповецкая ГРЭС             ,GVOLOGE1,2020-02-14 07:00:00,2020,2,14,7,0.0,0.0,23.993,0.0,1288.1604
7323,Череповецкая ГРЭС             ,GVOLOG10,2020-02-14 08:00:00,2020,2,14,8,427.5,355.4,72.1,1387.99989,1387.99991
7324,Сургутская ГРЭС-1             ,GTUMENE2,2020-02-14 09:00:00,2020,2,14,9,1207.25,909.133,298.117,973.26359,973.26359
7325,Сургутская ГРЭС-1             ,GTUMENE1,2020-02-14 10:00:00,2020,2,14,10,827.75,623.348,204.402,927.22704,927.22704
7326,Троицкая ГРЭС                 ,GTROIGR4,2020-02-14 11:00:00,2020,2,14,11,0.0,0.0,21.235,0.0,1324.4271
7327,Троицкая ГРЭС                 ,GTROIGR3,2020-02-14 12:00:00,2020,2,14,12,0.0,0.0,0.0,0.0,1317.3118
7328,Троицкая ГРЭС                 ,GTROIGR1,2020-02-14 13:00:00,2020,2,14,13,35.0,35.0,0.0,1485.28914,1485.28914
7329,Серовская ГРЭС                ,GSVERD30,2020-02-14 14:00:00,2020,2,14,14,427.68,359.807,67.873,1127.31951,1127.31949
7330,Ставропольская ГРЭС           ,GSTAGRE6,2020-02-14 15:00:00,2020,2,14,15,0.0,0.0,0.0,0.0,1670.1342
7331,Ставропольская ГРЭС           ,GSTAGRE5,2020-02-14 16:00:00,2020,2,14,16,165.0,117.868,47.132,1663.1895,1647.32303
7332,Ставропольская ГРЭС           ,GSTAGRE4,2020-02-14 17:00:00,2020,2,14,17,155.0,107.868,47.132,1671.56497,1655.34271
7333,Ставропольская ГРЭС           ,GSTAGRE2,2020-02-14 18:00:00,2020,2,14,18,280.0,123.46,156.54,1712.49303,1712.493
7334,Ставропольская ГРЭС           ,GSTAGRE1,2020-02-14 19:00:00,2020,2,14,19,280.0,123.717,156.283,1717.69361,1717.69361
7335,Рязанская ГРЭС                ,GRYAZGR4,2020-02-14 20:00:00,2020,2,14,20,180.0,0.0,190.063,0.0,1531.00039
7336,Рязанская ГРЭС                ,GRYAZGR3,2020-02-14 21:00:00,2020,2,14,21,0.0,0.0,33.092,0.0,1575.0386
7337,Рязанская ГРЭС                ,GRYAZGR2,2020-02-14 22:00:00,2020,2,14,22,0.0,0.0,7.985,0.0,1442.5376
7338,Рязанская ГРЭС                ,GRYAZGR1,2020-02-14 23:00:00,2020,2,14,23,0.0,0.0,24.573,0.0,1252.5825
7339,Псковская ГРЭС                ,GPSKOGR2,2020-02-15 00:00:00,2020,2,15,0,0.0,0.0,0.879,0.0,1123.5013
7340,Псковская ГРЭС                ,GPSKOGR1,2020-02-15 01:00:00,2020,2,15,1,0.0,0.0,0.878,0.0,990.07855
7341,Новочеркасская ГРЭС           ,GNCHEGRE,2020-02-15 02:00:00,2020,2,15,2,450.0,417.097,32.903,1107.8229,1107.82289
7342,Новочеркасская ГРЭС           ,GNCHEGR3,2020-02-15 03:00:00,2020,2,15,3,225.0,162.635,62.365,1182.97882,1182.9788
7343,Новочеркасская ГРЭС           ,GNCHEGR1,2020-02-15 04:00:00,2020,2,15,4,0.0,0.0,0.0,0.0,1154.5533
7344,ГРЭС-24                       ,GMOSEN29,2020-02-15 05:00:00,2020,2,15,5,0.0,0.0,5.865,0.0,1034.6082
7345,Киришская ГРЭС                ,GKIRITES,2020-02-15 06:00:00,2020,2,15,6,149.0,127.479,21.521,936.12666,936.12664
7346,Киришская ГРЭС                ,GKIRGRES,2020-02-15 07:00:00,2020,2,15,7,0.0,0.0,0.0,0.0,983.423
7347,Киришская ГРЭС                ,GKIRGRE5,2020-02-15 08:00:00,2020,2,15,8,0.0,0.0,0.603,0.0,1195.4402
7348,Киришская ГРЭС                ,GKIRGR02,2020-02-15 09:00:00,2020,2,15,9,795.0,704.734,90.266,1250.6846,1250.6846
7349,Грозненская ТЭС               ,GCHECHE2,2020-02-15 10:00:00,2020,2,15,10,173.4,167.232,6.168,1842.98932,1842.98927
7350,Грозненская ТЭС               ,GCHECHE1,2020-02-15 11:00:00,2020,2,15,11,132.434,126.397,6.037,1842.99991,1842.99477
7351,Адлерская ТЭС                 ,GADLERT2,2020-02-15 12:00:00,2020,2,15,12,184.0,152.768,31.232,1746.90943,1746.9094
7352,Адлерская ТЭС                 ,GADLERT1,2020-02-15 13:00:00,2020,2,15,13,92.0,73.019,18.981,1739.11694,1739.11696
7353,Красноярская ГРЭС-2           ,GKRASGR2,2020-02-15 13:00:00,2020,2,15,13,136.0,34.795,101.205,816.15519,816.15507
7354,Красноярская ГРЭС-2           ,GKRASGR1,2020-02-15 14:00:00,2020,2,15,14,150.0,0.0,217.003,0.0,814.2488
7355,Череповецкая ГРЭС             ,GVOLOGE1,2020-02-15 15:00:00,2020,2,15,15,0.0,0.0,19.304,0.0,1377.9987
7356,Череповецкая ГРЭС             ,GVOLOG10,2020-02-15 16:00:00,2020,2,15,16,427.5,355.4,72.1,1395.08891,1395.08889
7357,Сургутская ГРЭС-1             ,GTUMENE2,2020-02-15 17:00:00,2020,2,15,17,1322.25,1013.201,309.049,1053.64,1053.64
7358,Сургутская ГРЭС-1             ,GTUMENE1,2020-02-15 18:00:00,2020,2,15,18,827.75,486.927,340.823,1067.21897,1067.21898
7359,Троицкая ГРЭС                 ,GTROIGR4,2020-02-15 19:00:00,2020,2,15,19,0.0,0.0,43.133,0.0,1217.5677
7360,Троицкая ГРЭС                 ,GTROIGR3,2020-02-15 20:00:00,2020,2,15,20,0.0,0.0,0.0,0.0,1196.7634
7361,Троицкая ГРЭС                 ,GTROIGR1,2020-02-15 21:00:00,2020,2,15,21,35.0,35.0,0.0,1080.85514,1080.85514
7362,Серовская ГРЭС                ,GSVERD30,2020-02-15 22:00:00,2020,2,15,22,427.68,377.643,50.037,976.32574,976.32573
7363,Ставропольская ГРЭС           ,GSTAGRE6,2020-02-15 23:00:00,2020,2,15,23,0.0,0.0,0.0,0.0,1583.0759
7364,Ставропольская ГРЭС           ,GSTAGRE5,2020-02-16 00:00:00,2020,2,16,0,165.0,139.591,25.409,1287.23392,1228.87103
7365,Ставропольская ГРЭС           ,GSTAGRE4,2020-02-16 01:00:00,2020,2,16,1,155.0,129.591,25.409,1249.8753,1181.52903
7366,Ставропольская ГРЭС           ,GSTAGRE2,2020-02-16 02:00:00,2020,2,16,2,280.0,225.618,54.382,1130.9185,1130.9185
7367,Ставропольская ГРЭС           ,GSTAGRE1,2020-02-16 03:00:00,2020,2,16,3,420.0,338.964,81.036,1107.18551,1107.1855
7368,Рязанская ГРЭС                ,GRYAZGR4,2020-02-16 04:00:00,2020,2,16,4,0.0,0.0,3.992,0.0,992.6237
7369,Рязанская ГРЭС                ,GRYAZGR3,2020-02-16 05:00:00,2020,2,16,5,0.0,0.0,6.364,0.0,1038.0653
7370,Рязанская ГРЭС                ,GRYAZGR2,2020-02-16 06:00:00,2020,2,16,6,0.0,0.0,25.555,0.0,1040.6727
7371,Сургутская ГРЭС-1             ,GTUMENE2,2020-02-13 17:00:00,2020,2,13,17,1322.25,1013.201,309.049,947.61209,947.6121
7372,Сургутская ГРЭС-1             ,GTUMENE1,2020-02-13 18:00:00,2020,2,13,18,827.75,486.927,340.823,881.939,881.939
7373,Троицкая ГРЭС                 ,GTROIGR4,2020-02-13 19:00:00,2020,2,13,19,0.0,0.0,43.133,0.0,1280.8893
7374,Троицкая ГРЭС                 ,GTROIGR3,2020-02-13 20:00:00,2020,2,13,20,0.0,0.0,0.0,0.0,1088.2463
7375,Троицкая ГРЭС                 ,GTROIGR1,2020-02-13 21:00:00,2020,2,13,21,35.0,35.0,0.0,1182.70629,1182.70629
7376,Серовская ГРЭС                ,GSVERD30,2020-02-13 22:00:00,2020,2,13,22,427.68,377.643,50.037,948.5012,948.50119
7377,Ставропольская ГРЭС           ,GSTAGRE6,2020-02-13 23:00:00,2020,2,13,23,0.0,0.0,0.0,0.0,1223.6628
7378,Ставропольская ГРЭС           ,GSTAGRE5,2020-02-14 00:00:00,2020,2,14,0,165.0,135.33,29.67,1213.96113,1144.39758
7379,Ставропольская ГРЭС           ,GSTAGRE4,2020-02-14 01:00:00,2020,2,14,1,155.0,125.33,29.67,1161.67877,1078.70213
7380,Ставропольская ГРЭС           ,GSTAGRE2,2020-02-14 02:00:00,2020,2,14,2,280.0,216.501,63.499,1068.08421,1068.08421
7381,Ставропольская ГРЭС           ,GSTAGRE1,2020-02-14 03:00:00,2020,2,14,3,280.0,216.603,63.397,1051.7683,1051.76829
7382,Рязанская ГРЭС                ,GRYAZGR4,2020-02-14 04:00:00,2020,2,14,4,180.0,143.45,36.55,964.26323,964.26322
7383,Рязанская ГРЭС                ,GRYAZGR3,2020-02-14 05:00:00,2020,2,14,5,178.0,171.636,6.364,1007.98119,1007.98118
7384,Рязанская ГРЭС                ,GRYAZGR2,2020-02-14 06:00:00,2020,2,14,6,0.0,0.0,0.0,0.0,1214.897
7385,Рязанская ГРЭС                ,GRYAZGR1,2020-02-14 07:00:00,2020,2,14,7,0.0,0.0,0.0,0.0,1403.1665
7386,Псковская ГРЭС                ,GPSKOGR2,2020-02-14 08:00:00,2020,2,14,8,0.0,0.0,1.771,0.0,1408.4596
7387,Псковская ГРЭС                ,GPSKOGR1,2020-02-14 09:00:00,2020,2,14,9,0.0,0.0,1.769,0.0,1455.4113
7388,Новочеркасская ГРЭС           ,GNCHEGRE,2020-02-14 10:00:00,2020,2,14,10,517.931,433.7,84.231,1663.00164,1663.0014
7389,Новочеркасская ГРЭС           ,GNCHEGR3,2020-02-14 11:00:00,2020,2,14,11,450.0,290.345,159.655,1650.16518,1650.1652
7390,Новочеркасская ГРЭС           ,GNCHEGR1,2020-02-14 12:00:00,2020,2,14,12,0.0,0.0,0.0,0.0,1627.0006
7391,ГРЭС-24                       ,GMOSEN29,2020-02-14 13:00:00,2020,2,14,13,0.0,0.0,15.016,0.0,1600.1738
7392,Киришская ГРЭС                ,GKIRITES,2020-02-14 14:00:00,2020,2,14,14,150.0,123.219,26.781,1473.26451,1473.26453
7393,Киришская ГРЭС                ,GKIRGRES,2020-02-14 15:00:00,2020,2,14,15,0.0,0.0,0.0,0.0,1408.2657
7394,Киришская ГРЭС                ,GKIRGRE5,2020-02-14 16:00:00,2020,2,14,16,0.0,0.0,0.603,0.0,1359.5684
7395,Киришская ГРЭС                ,GKIRGR02,2020-02-14 17:00:00,2020,2,14,17,795.0,704.734,90.266,1361.48631,1361.4863
7396,Грозненская ТЭС               ,GCHECHE2,2020-02-14 18:00:00,2020,2,14,18,173.4,166.17,7.23,1842.99097,1842.991
7397,Грозненская ТЭС               ,GCHECHE1,2020-02-14 19:00:00,2020,2,14,19,173.4,161.138,12.262,1847.40558,1847.40559
7398,Адлерская ТЭС                 ,GADLERT2,2020-02-14 20:00:00,2020,2,14,20,184.0,120.731,63.269,1812.43367,1812.4337
7399,Адлерская ТЭС                 ,GADLERT1,2020-02-14 21:00:00,2020,2,14,21,92.0,71.16,20.84,1778.45798,1778.45804
7400,Красноярская ГРЭС-2           ,GKRASGR2,2020-02-14 21:00:00,2020,2,14,21,136.0,90.183,45.817,789.09983,789.09985
7401,Красноярская ГРЭС-2           ,GKRASGR1,2020-02-14 22:00:00,2020,2,14,22,150.0,99.465,50.535,782.61288,782.61287
7402,Череповецкая ГРЭС             ,GVOLOGE1,2020-02-14 23:00:00,2020,2,14,23,0.0,0.0,7.531,0.0,1167.6033
7403,Череповецкая ГРЭС             ,GVOLOG10,2020-02-15 00:00:00,2020,2,15,0,427.5,397.81,29.69,1097.60159,1097.60159
7404,Сургутская ГРЭС-1             ,GTUMENE2,2020-02-15 01:00:00,2020,2,15,1,1322.25,1160.209,162.041,864.43524,864.43524
7405,Сургутская ГРЭС-1             ,GTUMENE1,2020-02-15 02:00:00,2020,2,15,2,779.197,677.957,101.24,866.95717,866.95714
7406,Троицкая ГРЭС                 ,GTROIGR4,2020-02-15 03:00:00,2020,2,15,3,0.0,0.0,8.295,0.0,931.88116
7407,Троицкая ГРЭС                 ,GTROIGR3,2020-02-15 04:00:00,2020,2,15,4,0.0,0.0,0.0,0.0,943.85956
7408,Троицкая ГРЭС                 ,GTROIGR1,2020-02-15 05:00:00,2020,2,15,5,35.0,35.0,0.0,956.544,956.544
7409,Серовская ГРЭС                ,GSVERD30,2020-02-15 06:00:00,2020,2,15,6,427.68,357.478,70.202,912.0084,912.00839
7410,Ставропольская ГРЭС           ,GSTAGRE6,2020-02-15 07:00:00,2020,2,15,7,0.0,0.0,0.0,0.0,1250.2511
7411,Ставропольская ГРЭС           ,GSTAGRE5,2020-02-15 08:00:00,2020,2,15,8,165.0,124.635,40.365,1639.73314,1621.63673
7412,Ставропольская ГРЭС           ,GSTAGRE4,2020-02-15 09:00:00,2020,2,15,9,155.0,114.635,40.365,1669.75357,1654.36039
7413,Ставропольская ГРЭС           ,GSTAGRE2,2020-02-15 10:00:00,2020,2,15,10,280.0,193.606,86.394,1682.60581,1682.60579
7414,Ставропольская ГРЭС           ,GSTAGRE1,2020-02-15 11:00:00,2020,2,15,11,420.0,291.261,128.739,1671.1934,1671.1934
7415,Рязанская ГРЭС                ,GRYAZGR4,2020-02-15 12:00:00,2020,2,15,12,0.0,0.0,10.222,0.0,1496.5372
7416,Рязанская ГРЭС                ,GRYAZGR3,2020-02-15 13:00:00,2020,2,15,13,0.0,0.0,16.292,0.0,1530.3564
7417,Рязанская ГРЭС                ,GRYAZGR2,2020-02-15 14:00:00,2020,2,15,14,0.0,0.0,20.444,0.0,1525.2611
7418,Рязанская ГРЭС                ,GRYAZGR1,2020-02-15 15:00:00,2020,2,15,15,0.0,0.0,62.904,0.0,1480.9204
7419,Псковская ГРЭС                ,GPSKOGR2,2020-02-15 16:00:00,2020,2,15,16,0.0,0.0,1.771,0.0,1419.3428
7420,Псковская ГРЭС                ,GPSKOGR1,2020-02-15 17:00:00,2020,2,15,17,0.0,0.0,1.769,0.0,1422.7433
7421,Новочеркасская ГРЭС           ,GNCHEGRE,2020-02-15 18:00:00,2020,2,15,18,541.0,369.906,171.094,1724.79489,1724.7949
7422,Новочеркасская ГРЭС           ,GNCHEGR3,2020-02-15 19:00:00,2020,2,15,19,230.208,0.0,324.299,0.0,1699.00238
7423,Новочеркасская ГРЭС           ,GNCHEGR1,2020-02-15 20:00:00,2020,2,15,20,0.0,0.0,0.0,0.0,1698.9999
7424,ГРЭС-24                       ,GMOSEN29,2020-02-15 21:00:00,2020,2,15,21,0.0,0.0,30.5,0.0,1440.0348
7425,Киришская ГРЭС                ,GKIRITES,2020-02-15 22:00:00,2020,2,15,22,150.0,122.508,27.492,1258.43741,1258.4374
7426,Киришская ГРЭС                ,GKIRGRES,2020-02-15 23:00:00,2020,2,15,23,0.0,0.0,0.0,0.0,1022.6017
7427,Киришская ГРЭС                ,GKIRGRE5,2020-02-16 00:00:00,2020,2,16,0,0.0,0.0,0.24,0.0,985.72046
7428,Киришская ГРЭС                ,GKIRGR02,2020-02-16 01:00:00,2020,2,16,1,385.183,349.924,35.259,960.16766,960.16766
7429,Грозненская ТЭС               ,GCHECHE2,2020-02-16 02:00:00,2020,2,16,2,81.0,75.815,5.185,1326.89046,1326.89037
7430,Грозненская ТЭС               ,GCHECHE1,2020-02-16 03:00:00,2020,2,16,3,79.0,76.642,2.358,1295.46685,1295.46696
7431,Адлерская ТЭС                 ,GADLERT2,2020-02-16 04:00:00,2020,2,16,4,184.0,171.713,12.287,1146.7328,1146.73283
7432,Адлерская ТЭС                 ,GADLERT1,2020-02-16 05:00:00,2020,2,16,5,81.167,64.137,17.03,1205.0007,1205.00043
7433,Красноярская ГРЭС-2           ,GKRASGR2,2020-02-16 05:00:00,2020,2,16,5,136.0,33.67,102.33,735.61004,735.60993
